episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
88,1060.0,863,51521,0.1,0.0674781008080269,258.81439708299877,True,False
89,690.0,611,52132,0.1,0.07440810693500965,261.54640195799584,True,False
90,390.0,373,52505,0.1,0.08301365908275368,263.39179041700845,True,False
91,720.0,596,53101,0.1,0.07577267273535464,266.06401087500853,True,False
92,600.0,597,53698,0.1,0.07958772174713996,268.829225124995,True,False
93,450.0,404,54102,0.1,0.08432505795234206,270.7440533330082,True,False
94,560.0,471,54573,0.1,0.07054522461494651,273.53132658300456,True,False
95,400.0,476,55049,0.1,0.08199488192389742,275.868790833003,True,False
96,490.0,483,55532,0.1,0.08066519615355848,278.3073521250044,True,False
97,1540.0,789,56321,0.1,0.0900882632013051,281.70325600000797,True,False
98,840.0,850,57171,0.1,0.08508531129391829,285.6227341250051,True,False
99,2430.0,1009,58180,0.1,0.08636828354769663,290.22320037499594,True,False
100,450.0,473,58653,0.1,0.07224074976866023,292.3480491250084,True,False
101,850.0,657,59310,0.1,0.08296091398564963,296.70873475000553,True,False
102,960.0,833,60143,0.1,0.08287414932587686,300.6498021669977,True,False
103,560.0,576,60719,0.1,0.07562612057922201,303.45565579200047,True,False
104,710.0,502,61221,0.1,0.07645799889273587,305.6380852500006,True,False
105,760.0,584,61805,0.1,0.07782089421270441,308.4421884170006,True,False
106,330.0,337,62142,0.1,0.06658380759126019,310.0557070000068,True,False
107,270.0,329,62471,0.1,0.07253586394121735,312.47025500000746,True,False
108,490.0,458,62929,0.1,0.08798216098676558,314.74780587499845,True,False
109,570.0,673,63602,0.1,0.09093051838378112,320.4350415000081,True,False
110,450.0,376,63978,0.1,0.09577167833699508,323.52950483300083,True,False
111,1160.0,1041,65019,0.1,0.08156040872160632,331.82538091699826,True,False
112,1150.0,920,65939,0.1,0.08534791097044944,339.47556212500785,True,False
113,670.0,673,66612,0.1,0.09263867219722659,345.13462654199975,True,False
114,520.0,521,67133,0.1,0.07804627750928585,349.5778405000019,True,False
115,600.0,618,67751,0.1,0.08843775449756097,354.6431763750006,True,False
116,460.0,429,68180,0.1,0.09556464430082727,358.2613598330063,True,False
117,1310.0,653,68833,0.1,0.08229855933666595,364.0649921250006,True,False
118,430.0,393,69226,0.1,0.08403327312244445,367.09673445799854,True,False
119,740.0,537,69763,0.1,0.09031925207254157,371.62705895799445,True,False
120,230.0,330,70093,0.1,0.07916935885616813,374.387288583006,True,False
121,400.0,438,70531,0.1,0.09053950119387666,378.1610719169985,True,False
122,1380.0,935,71466,0.1,0.0914739349252011,386.0287910420011,True,False
123,1770.0,1226,72692,0.1,0.09010094526475629,396.11839787500503,True,False
124,510.0,494,73186,0.1,0.08513106629858172,400.18315245800477,True,False
125,790.0,647,73833,0.1,0.0856986639354332,405.5954083329998,True,False
126,1740.0,1097,74930,0.1,0.09222620380294584,413.93623637499695,True,False
127,1100.0,743,75673,0.1,0.0828416262032284,417.686355458005,True,False
128,410.0,407,76080,0.1,0.0893968259550485,419.7194062500057,True,False
129,1370.0,900,76980,0.1,0.08653036770721277,424.8213815000054,True,False
130,460.0,521,77501,0.1,0.09140908004572758,427.42639529200096,True,False
131,1010.0,754,78255,0.1,0.0921849059436391,431.4640968330059,True,False
132,670.0,594,78849,0.1,0.0995526812633112,434.4953637080034,True,False
133,390.0,488,79337,0.1,0.08526179617362432,436.88322312499804,True,False
134,500.0,623,79960,0.1,0.09214717658379903,440.20156800000404,True,False
135,380.0,403,80363,0.1,0.09264132257550955,442.18792183299956,True,False
136,620.0,524,80887,0.1,0.0925601332213815,444.9499583750003,True,False
137,1100.0,836,81723,0.1,0.09293466008771835,449.1596320420067,True,False
138,710.0,512,82235,0.1,0.08754837104061153,451.7257889169996,True,False
139,670.0,546,82781,0.1,0.08897541486488207,454.7776346669998,True,False
140,790.0,720,83501,0.1,0.09745410515719818,458.4617615419993,True,False
141,490.0,511,84012,0.1,0.0886220451357076,460.8850072500063,True,False
142,410.0,488,84500,0.1,0.073488442937187,463.3824380830047,True,False
143,680.0,934,85434,0.1,0.088817418245159,468.1401296670083,True,False
144,1000.0,855,86289,0.1,0.09912850067593923,472.4597184580052,True,False
145,560.0,590,86879,0.1,0.09370513181803988,475.3880397500034,True,False
146,550.0,481,87360,0.1,0.0796413463809766,477.848747875003,True,False
147,700.0,571,87931,0.1,0.0912801292396977,480.58226195799944,True,False
148,920.0,761,88692,0.1,0.09114429250320527,484.6904126669979,True,False
149,320.0,437,89129,0.1,0.08954436509707651,486.84376833299757,True,False
150,510.0,465,89594,0.1,0.093320251105289,489.2480537079973,True,False
151,2320.0,930,90524,0.1,0.08526663285532222,495.96873074999894,True,False
152,310.0,409,90933,0.1,0.09142875043200512,498.28635637499974,True,False
153,330.0,419,91352,0.1,0.0889231583192235,500.49510333299986,True,False
154,390.0,482,91834,0.1,0.10386425702211757,503.07935645799444,True,False
155,580.0,516,92350,0.1,0.08898586233312539,505.61763483300456,True,False
156,1100.0,812,93162,0.1,0.09204980740186029,509.5979757919995,True,False
157,750.0,635,93797,0.1,0.09450881237035277,512.7618619169953,True,False
158,1080.0,694,94491,0.1,0.08519770169490679,516.3282240420085,True,False
159,300.0,357,94848,0.1,0.09549199036426015,518.4939615830081,True,False
160,2080.0,739,95587,0.1,0.09554247746406042,521.519213874999,True,False
161,720.0,581,96168,0.1,0.10389079394660992,523.7485642079992,True,False
162,1080.0,869,97037,0.1,0.10587081664203224,526.9547778330016,True,False
163,790.0,557,97594,0.1,0.1141042568915182,528.983534250001,True,False
164,1010.0,649,98243,0.1,0.09613124465707827,531.3763066670072,True,False
165,780.0,644,98887,0.1,0.0926880860782188,533.7951113330055,True,False
166,850.0,754,99641,0.1,0.09144332146557865,536.5360528750025,True,False
167,300.0,366,100007,0.1,0.10074382846417664,537.8580077920051,True,False
168,990.0,597,100604,0.1,0.09929124387602012,539.9968788749975,True,False
169,500.0,571,101175,0.1,0.08970281393857489,542.0980300829979,True,False
170,1320.0,699,101874,0.1,0.08558343208794082,544.6682296250074,True,False
171,1170.0,721,102595,0.1,0.09629096433313357,547.4623359999969,True,False
172,650.0,517,103112,0.1,0.09492679241185005,549.397107124998,True,False
173,1540.0,877,103989,0.1,0.08664011359469939,552.672400083,True,False
174,450.0,557,104546,0.1,0.10413651883253734,554.708183374998,True,False
175,920.0,963,105509,0.1,0.10147678134846984,558.1717194999947,True,False
176,520.0,474,105983,0.1,0.10365321880238036,561.1062927500025,True,False
177,1690.0,1045,107028,0.1,0.10021864974387844,564.8695489999955,True,False
178,940.0,734,107762,0.1,0.09790218479503862,567.5235333330056,True,False
179,770.0,609,108371,0.1,0.08838599560610753,569.7476677499944,True,False
180,930.0,880,109251,0.1,0.0902599389072169,572.9640475829947,True,False
181,210.0,298,109549,0.1,0.08452775485813618,574.0626215000084,True,False
182,330.0,498,110047,0.1,0.10280407615937293,575.866812207998,True,False
183,680.0,597,110644,0.1,0.09772882727906108,578.2182059170009,True,False
184,370.0,510,111154,0.1,0.11196469073367166,580.067401458,True,False
185,380.0,428,111582,0.1,0.09518712370821805,581.6349064170063,True,False
186,830.0,792,112374,0.1,0.09801434084415586,584.4668034579954,True,False
187,640.0,591,112965,0.1,0.10899308585637324,586.6628143749986,True,False
188,1040.0,862,113827,0.1,0.09514401713602764,589.8045446250035,True,False
189,470.0,413,114240,0.1,0.09348424692423297,591.3383294999949,True,False
190,1680.0,777,115017,0.1,0.09366059004684392,594.1685586249951,True,False
191,1930.0,1038,116055,0.1,0.09763553987426186,597.9010866669996,True,False
192,1740.0,1063,117118,0.1,0.1045441476425114,601.8029951670032,True,False
193,450.0,454,117572,0.1,0.09763302340319283,603.4610454579961,True,False
194,850.0,672,118244,0.1,0.09506789395319563,605.9053328330046,True,False
195,1300.0,773,119017,0.1,0.09139157626102316,608.9115011670074,True,False
196,820.0,605,119622,0.1,0.10415242697476157,611.384325542007,True,False
197,310.0,322,119944,0.1,0.08906011287996798,612.567729375005,True,False
198,950.0,590,120534,0.1,0.10181356311401948,614.730229791996,True,False
199,460.0,449,120983,0.1,0.09461119715290676,616.3675076670042,True,False
200,760.0,622,121605,0.1,0.10327868988641943,618.6290212080057,True,False
201,690.0,587,122192,0.1,0.10534986710416622,621.6426700419979,True,False
202,790.0,864,123056,0.1,0.10294749668833834,624.7601498750009,True,False
203,760.0,682,123738,0.1,0.09836120847064783,627.2639175420045,True,False
204,800.0,817,124555,0.1,0.10218652285288508,630.2395826669963,True,False
205,560.0,548,125103,0.1,0.10381250182696938,632.2550575829955,True,False
206,280.0,398,125501,0.1,0.10735922791063786,633.8572995419963,True,False
207,1280.0,1056,126557,0.1,0.11044043020317049,637.6607599169947,True,False
208,310.0,521,127078,0.1,0.09490638664708688,639.6338079999987,True,False
209,380.0,387,127465,0.1,0.08714202672396738,641.0492828749993,True,False
210,410.0,433,127898,0.1,0.08680127224781448,642.6133494170062,True,False
211,920.0,666,128564,0.1,0.1076615140466633,645.0271509580052,True,False
212,360.0,389,128953,0.1,0.09737062573279302,646.4465605419973,True,False
213,510.0,472,129425,0.1,0.10402580715273901,648.1348239579966,True,False
214,740.0,546,129971,0.1,0.09613525653121006,650.2452266670007,True,False
215,1090.0,755,130726,0.1,0.11372496830742984,653.0393174579949,True,False
216,610.0,590,131316,0.1,0.11094247087886608,655.202628375002,True,False
217,870.0,619,131935,0.1,0.10013177224084155,657.4187645829952,True,False
218,360.0,344,132279,0.1,0.09267500102476672,658.6724196249997,True,False
219,500.0,424,132703,0.1,0.0969977547713327,660.242282207997,True,False
220,740.0,605,133308,0.1,0.09027066520464264,662.493909708006,True,False
221,920.0,850,134158,0.1,0.09275115391169235,665.6452490829979,True,False
222,810.0,707,134865,0.1,0.09563900235682557,668.2868130419956,True,False
223,530.0,500,135365,0.1,0.09827701570093632,670.3915519169968,True,False
224,630.0,516,135881,0.1,0.09145411489488081,672.3614723329956,True,False
225,440.0,498,136379,0.1,0.09274230783264484,674.3668790420052,True,False
226,940.0,805,137184,0.1,0.11897673657495934,678.3354730830033,True,False
227,1050.0,832,138016,0.1,0.10437986851096727,681.3889783750055,True,False
228,840.0,631,138647,0.1,0.09509311729128574,683.7419552920037,True,False
229,410.0,548,139195,0.1,0.10564487447866994,685.7494530830008,True,False
230,420.0,390,139585,0.1,0.09928193232234643,687.1849517079972,True,False
231,620.0,529,140114,0.1,0.11745893739333207,689.1527142499981,True,False
232,450.0,407,140521,0.1,0.09456764924906048,690.6337086249987,True,False
233,1210.0,927,141448,0.1,0.1001267027679895,694.0232387080032,True,False
234,1000.0,890,142338,0.1,0.1083167648983297,697.2437682080053,True,False
235,450.0,457,142795,0.1,0.08286343142390251,698.9136050829984,True,False
236,620.0,565,143360,0.1,0.11331873772744562,701.123602874999,True,False
237,1270.0,891,144251,0.1,0.09879127043710502,704.3274084169971,True,False
238,720.0,575,144826,0.1,0.11390168835512465,706.4071507500048,True,False
239,450.0,457,145283,0.1,0.09932434743499025,708.0665450420056,True,False
240,460.0,527,145810,0.1,0.12480936403329851,709.9924517920008,True,False
241,700.0,574,146384,0.1,0.10636757565144864,712.0820619580045,True,False
242,920.0,670,147054,0.1,0.11091887506985379,714.5007866250089,True,False
243,810.0,760,147814,0.1,0.09062078596631948,717.2521069170034,True,False
244,600.0,464,148278,0.1,0.10502558847054325,718.9833662080055,True,False
245,560.0,619,148897,0.1,0.11490965847286486,721.3210179580055,True,False
246,830.0,707,149604,0.1,0.09848397791301464,724.0149796250043,True,False
247,960.0,635,150239,0.1,0.119593314991533,726.3261769170058,True,False
248,720.0,704,150943,0.1,0.09727306745480746,728.970895749997,True,False
249,730.0,580,151523,0.1,0.10635308221239469,731.4133726250002,True,False
250,820.0,629,152152,0.1,0.10849699834243784,733.8874548750027,True,False
251,570.0,626,152778,0.1,0.10395139708923988,736.9634185830073,True,False
252,880.0,632,153410,0.1,0.11654247768529796,739.3045743330003,True,False
253,750.0,633,154043,0.1,0.08884994236493035,741.6533327500074,True,False
254,670.0,738,154781,0.1,0.0942441227115892,744.341733082998,True,False
255,1000.0,638,155419,0.1,0.09980315087749711,746.691253958008,True,False
256,640.0,717,156136,0.1,0.11610140519009696,749.3037062079966,True,False
257,450.0,413,156549,0.1,0.10199388583163613,750.8001965830044,True,False
258,480.0,511,157060,0.1,0.0987486787562375,752.6845184999984,True,False
259,550.0,452,157512,0.1,0.10613659337426709,754.3303266669973,True,False
260,1280.0,659,158171,0.1,0.10361021520887934,756.6970237920032,True,False
261,850.0,732,158903,0.1,0.12030365138920278,759.3343348329945,True,False
262,1180.0,1055,159958,0.1,0.10774699914636034,763.3428644170053,True,False
263,1460.0,862,160820,0.1,0.08464172390220617,766.4594777080056,True,False
264,560.0,572,161392,0.1,0.08573402834313733,768.5343071670068,True,False
265,720.0,831,162223,0.1,0.0963883272997567,771.5242343330028,True,False
266,460.0,448,162671,0.1,0.09988263907975384,773.1585267080081,True,False
267,1040.0,772,163443,0.1,0.11071284505215334,775.9368512920046,True,False
268,990.0,660,164103,0.1,0.10464732030575925,778.319909333004,True,False
269,940.0,739,164842,0.1,0.10506445355713367,781.0827244170068,True,False
270,780.0,714,165556,0.1,0.1271003821354838,783.745217542004,True,False
271,930.0,667,166223,0.1,0.11530114631785686,786.194295207999,True,False
272,1600.0,678,166901,0.1,0.09811954565127107,788.6506067919981,True,False
273,1010.0,605,167506,0.1,0.09608037656308799,791.0665215000045,True,False
274,870.0,692,168198,0.1,0.09731637486229743,793.8250862080022,True,False
275,480.0,447,168645,0.1,0.10573949910966414,795.4856505000062,True,False
276,380.0,452,169097,0.1,0.10606923837841084,798.6170709580038,True,False
277,360.0,478,169575,0.1,0.11022069500837506,800.5102921250073,True,False
278,1410.0,900,170475,0.1,0.10825356338587072,803.9875296249957,True,False
279,920.0,565,171040,0.1,0.12726421991336934,806.0825151669997,True,False
280,450.0,431,171471,0.1,0.0886004052220661,807.6528263750079,True,False
281,520.0,504,171975,0.1,0.10598754242713017,809.462042625004,True,False
282,1940.0,909,172884,0.1,0.11156707855039522,812.7861766669957,True,False
283,340.0,440,173324,0.1,0.10410494359040802,814.400179083008,True,False
284,640.0,529,173853,0.1,0.1091745592456198,821.7162752080039,True,False
285,430.0,505,174358,0.1,0.10294827755304083,824.8906729169976,True,False
286,940.0,728,175086,0.1,0.12539991326016056,828.7991166249994,True,False
287,960.0,606,175692,0.1,0.11551241473735947,831.8751794580021,True,False
288,690.0,610,176302,0.1,0.12777192943337323,835.0215672920021,True,False
289,470.0,450,176752,0.1,0.11016673353228686,837.1814538750041,True,False
290,620.0,515,177267,0.1,0.10890192474471405,839.6981007499999,True,False
291,1040.0,675,177942,0.1,0.11291648975446732,843.0735534169944,True,False
292,440.0,431,178373,0.1,0.11783975017843423,845.2340872920031,True,False
293,1270.0,783,179156,0.1,0.11781309660980288,849.2688400830084,True,False
294,740.0,909,180065,0.1,0.11231339457834608,854.2479294579971,True,False
295,640.0,870,180935,0.1,0.11079751712179953,858.5439087919949,True,False
296,640.0,564,181499,0.1,0.12976321489517148,861.3697568329953,True,False
297,270.0,313,181812,0.1,0.10252616158391856,862.9985555419989,True,False
298,1880.0,836,182648,0.1,0.1192470234439989,867.2840482920001,True,False
299,900.0,907,183555,0.1,0.11182706901984932,872.4454312919988,True,False
300,830.0,651,184206,0.1,0.11086642857572418,875.7443465420074,True,False
301,300.0,451,184657,0.1,0.12207037899478347,880.9989400420018,True,False
302,1600.0,1054,185711,0.1,0.11405183457036436,886.5081289579975,True,False
303,1210.0,634,186345,0.1,0.11608510528860977,889.761582082996,True,False
304,940.0,650,186995,0.1,0.12721270267610196,892.961867792008,True,False
305,720.0,590,187585,0.1,0.12382610617960627,895.9011552919983,True,False
306,940.0,791,188376,0.1,0.10894401085497153,899.7436193330068,True,False
307,270.0,344,188720,0.1,0.10909429482769134,901.4249733750039,True,False
308,490.0,486,189206,0.1,0.13646063088508678,903.8344387920079,True,False
309,930.0,687,189893,0.1,0.11115604300095244,907.8082092920085,True,False
310,1240.0,714,190607,0.1,0.12295073547055212,911.5516166669986,True,False
311,770.0,671,191278,0.1,0.12565618064919754,915.1050877499947,True,False
312,1190.0,731,192009,0.1,0.12153718238849132,918.7484633749991,True,False
313,830.0,707,192716,0.1,0.11522591596542947,922.3272222499945,True,False
314,370.0,392,193108,0.1,0.12464707692590904,924.5840198750084,True,False
315,530.0,518,193626,0.1,0.11959517033871754,927.1297448749974,True,False
316,520.0,472,194098,0.1,0.11022911493871677,929.4702670830011,True,False
317,470.0,612,194710,0.1,0.11371290165127493,932.3603519580065,True,False
318,500.0,468,195178,0.1,0.10895795254116385,935.2036687500076,True,False
319,480.0,521,195699,0.1,0.10001893870245952,937.8267534170009,True,False
320,1170.0,848,196547,0.1,0.11955411879802649,942.1266803330072,True,False
321,370.0,417,196964,0.1,0.11107987160129207,944.409673208007,True,False
322,650.0,773,197737,0.1,0.11247651517352601,948.2937837500067,True,False
323,970.0,879,198616,0.1,0.11735783361152492,952.6872520830075,True,False
324,560.0,481,199097,0.1,0.11502574938349426,955.1227042920073,True,False
325,380.0,376,199473,0.1,0.10509337685962623,956.9546215830051,True,False
326,770.0,541,200014,0.1,0.12317919705614999,961.709585500008,True,False
327,990.0,629,200643,0.1,0.12330812823240923,965.0409248750075,True,False
328,730.0,659,201302,0.1,0.12052690961369962,968.2757032079971,True,False
329,660.0,639,201941,0.1,0.1186734001734294,971.4474593330087,True,False
330,500.0,422,202363,0.1,0.12290360670359361,973.5650659999956,True,False
331,440.0,516,202879,0.1,0.10861070495994055,976.1949189169973,True,False
332,900.0,661,203540,0.1,0.10452896505818669,979.5430623749999,True,False
333,390.0,360,203900,0.1,0.10694927823626332,981.2966322919965,True,False
334,700.0,626,204526,0.1,0.1307374941997039,984.2276919169963,True,False
335,290.0,327,204853,0.1,0.12455573927883695,985.5874677079992,True,False
336,550.0,486,205339,0.1,0.127728901772706,987.7527171670081,True,False
337,660.0,630,205969,0.1,0.11818252008738397,990.661128125008,True,False
338,1080.0,799,206768,0.1,0.11531158744357527,994.5140878329985,True,False
339,590.0,574,207342,0.1,0.11674656978176608,997.2753499999963,True,False
340,1500.0,851,208193,0.1,0.12019079117358011,1001.1344138330023,True,False
341,350.0,399,208592,0.1,0.1312497424148023,1003.1358298749983,True,False
342,1200.0,888,209480,0.1,0.12381456588470452,1007.0474771669979,True,False
343,390.0,371,209851,0.1,0.11170736939200888,1008.782882917003,True,False
344,480.0,491,210342,0.1,0.1218020010709278,1011.0990385420009,True,False
345,600.0,554,210896,0.1,0.11686228146012738,1013.6552511250047,True,False
346,350.0,406,211302,0.1,0.12557726773885217,1015.6723842500069,True,False
347,1220.0,704,212006,0.1,0.12937487714754586,1019.1575754579972,True,False
348,990.0,1096,213102,0.1,0.13682397207530744,1024.680409833003,True,False
349,560.0,713,213815,0.1,0.13094518847470538,1028.1353190829977,True,False
350,1370.0,633,214448,0.1,0.12692684409027016,1031.3510527920007,True,False
351,480.0,489,214937,0.1,0.11841398108842187,1034.9465248330089,True,False
352,600.0,545,215482,0.1,0.12353828395990764,1037.3910112500016,True,False
353,830.0,797,216279,0.1,0.13480003545032673,1041.0461947919976,True,False
354,740.0,598,216877,0.1,0.12445048296203216,1043.8751415000006,True,False
355,450.0,488,217365,0.1,0.14761096840632743,1046.2206457499997,True,False
356,1410.0,944,218309,0.1,0.12806382661653778,1050.624318458009,True,False
357,1220.0,889,219198,0.1,0.12363180451027982,1054.9672297500074,True,False
358,450.0,418,219616,0.1,0.12160980838040511,1056.9246151249972,True,False
359,770.0,643,220259,0.1,0.14351872993865983,1060.1071648329962,True,False
360,890.0,716,220975,0.1,0.1298154054324054,1063.7702119580063,True,False
361,490.0,408,221383,0.1,0.10478808102654476,1066.7952964580036,True,False
362,520.0,434,221817,0.1,0.1232276770602399,1069.0567662499961,True,False
363,1140.0,690,222507,0.1,0.12266688239435818,1072.4760311249993,True,False
364,900.0,777,223284,0.1,0.11170054932530873,1075.946258541997,True,False
365,240.0,311,223595,0.1,0.11432485454171509,1077.3242401669995,True,False
366,430.0,418,224013,0.1,0.11938541495196876,1079.367205875009,True,False
367,1190.0,655,224668,0.1,0.11142369645943002,1082.458103833007,True,False
368,1420.0,671,225339,0.1,0.13257153907757319,1085.7625617080048,True,False
369,780.0,620,225959,0.1,0.13373141758624585,1088.8249766250083,True,False
370,1240.0,582,226541,0.1,0.12915310489447557,1091.6429425829992,True,False
371,890.0,578,227119,0.1,0.11326774393415286,1094.3910785830085,True,False
372,530.0,632,227751,0.1,0.12152640032287262,1097.033006083002,True,False
373,1120.0,1064,228815,0.1,0.1221730171289659,1102.3319963749964,True,False
374,1100.0,807,229622,0.1,0.11940338463513273,1106.124594791996,True,False
375,700.0,574,230196,0.1,0.12864628501443398,1108.6610747079976,True,False
376,450.0,455,230651,0.1,0.12266456416552574,1112.3640537080064,True,False
377,760.0,695,231346,0.1,0.1095855849977026,1115.6061851249979,True,False
378,500.0,486,231832,0.1,0.11225995448891257,1117.7727622920065,True,False
379,1030.0,664,232496,0.1,0.11017949443804212,1120.7448241670063,True,False
380,560.0,539,233035,0.1,0.11135389812902283,1123.375912375006,True,False
381,340.0,346,233381,0.1,0.11834953447011695,1125.0171050000063,True,False
382,490.0,516,233897,0.1,0.11621548685916634,1127.153445582997,True,False
383,510.0,516,234413,0.1,0.13037348763887271,1129.5054042919946,True,False
