episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
384,680.0,475,234888,0.1,0.13311914986922962,1131.595755041999,True,False
385,1910.0,1059,235947,0.1,0.11973176382933602,1136.2962271669967,True,False
386,780.0,764,236711,0.1,0.10465795630637888,1139.9509597080032,True,False
387,1260.0,696,237407,0.1,0.11189138684849972,1143.4904854170018,True,False
388,1100.0,699,238106,0.1,0.1153296194864171,1146.6646000420005,True,False
389,1940.0,687,238793,0.1,0.1399325388483703,1149.9424496669963,True,False
390,460.0,499,239292,0.1,0.117289048448205,1152.544841416995,True,False
391,950.0,679,239971,0.1,0.11135263777938643,1155.6203784999961,True,False
392,700.0,681,240652,0.1,0.10822081809852556,1158.9112825000047,True,False
393,950.0,844,241496,0.1,0.10163628846248038,1162.573192708005,True,False
394,680.0,546,242042,0.1,0.09941485042081159,1165.162342249998,True,False
395,800.0,558,242600,0.1,0.09556111851707101,1167.8064974580047,True,False
396,570.0,462,243062,0.1,0.10921347299995629,1169.9632571670081,True,False
397,1000.0,727,243789,0.1,0.09766150058175509,1173.2515240829962,True,False
398,700.0,616,244405,0.1,0.10679593227513424,1175.8897285830026,True,False
399,580.0,547,244952,0.1,0.1035692862975989,1178.4347309580044,True,False
400,410.0,510,245462,0.1,0.1003397699504152,1180.5693045829976,True,False
401,1210.0,1036,246498,0.1,0.10677674636029023,1186.5904230000015,True,False
402,650.0,556,247054,0.1,0.09569045914698848,1189.0931769169983,True,False
403,340.0,319,247373,0.1,0.11237750796135515,1190.3851922920003,True,False
404,1110.0,882,248255,0.1,0.11741100987419487,1194.554789707996,True,False
405,580.0,530,248785,0.1,0.11478302070408836,1196.9253815830016,True,False
406,1970.0,448,249233,0.1,0.09962102270219475,1198.9325667500088,True,False
407,2150.0,1219,250452,0.1,0.12711393817282113,1204.7543712920015,True,False
408,1240.0,814,251266,0.1,0.12961040336290017,1207.933387958008,True,False
409,910.0,798,252064,0.1,0.1059865716099739,1211.6472487499996,True,False
410,1070.0,805,252869,0.1,0.1176115636394095,1215.1786110829999,True,False
411,970.0,684,253553,0.1,0.11205391253600692,1218.0641615829954,True,False
412,1050.0,663,254216,0.1,0.10122473309018526,1221.0605319580063,True,False
413,610.0,626,254842,0.1,0.10891274605185175,1223.6720272499952,True,False
414,300.0,404,255246,0.1,0.07637202029697376,1225.6706049579952,True,False
415,670.0,529,255775,0.1,0.09958357032332005,1227.9171454580064,True,False
416,520.0,483,256258,0.1,0.1098353870459332,1230.0221027500083,True,False
417,460.0,474,256732,0.1,0.11430291530965757,1231.9022395420034,True,False
418,450.0,486,257218,0.1,0.10707530722576232,1234.4028298330086,True,False
419,410.0,525,257743,0.1,0.09721372398825093,1236.4605284169957,True,False
420,1140.0,856,258599,0.1,0.09324324512244941,1240.2889844580059,True,False
421,730.0,573,259172,0.1,0.10889344249800262,1242.6072951249953,True,False
422,730.0,614,259786,0.1,0.0801917736485503,1245.376325582998,True,False
423,600.0,446,260232,0.1,0.11533636070920952,1247.0743640830042,True,False
424,580.0,459,260691,0.1,0.11424695120372794,1249.0973337920004,True,False
425,1250.0,691,261382,0.1,0.11010418480768197,1251.7828539580078,True,False
426,360.0,437,261819,0.1,0.09340449220953731,1254.901545707995,True,False
427,670.0,588,262407,0.1,0.1035382809231476,1257.6680099170044,True,False
428,1050.0,728,263135,0.1,0.10160048055247618,1261.066167375,True,False
429,410.0,401,263536,0.1,0.1048720442496314,1262.971456875006,True,False
430,610.0,592,264128,0.1,0.11317418709497999,1265.7279392920027,True,False
431,1040.0,675,264803,0.1,0.08700949962561329,1268.4727029579954,True,False
432,540.0,646,265449,0.1,0.12279456429597405,1271.3682782499964,True,False
433,390.0,426,265875,0.1,0.11487905361320612,1273.1542456250027,True,False
434,650.0,530,266405,0.1,0.10918800238715975,1275.535114875005,True,False
435,780.0,576,266981,0.1,0.09925489119874935,1278.201165499995,True,False
436,1070.0,650,267631,0.1,0.1187508034715314,1280.9996455000073,True,False
437,690.0,619,268250,0.1,0.1113092374657431,1283.7136508749973,True,False
438,470.0,420,268670,0.1,0.09393807777336666,1285.7251800420054,True,False
439,480.0,469,269139,0.1,0.1271549109926718,1288.0891558750009,True,False
440,1220.0,863,270002,0.1,0.11024637347414952,1292.1047029170004,True,False
441,1200.0,876,270878,0.1,0.11110051762584817,1296.326130417001,True,False
442,880.0,535,271413,0.1,0.11493965248062984,1298.5784431250067,True,False
443,580.0,539,271952,0.1,0.103461270324058,1301.0435614169983,True,False
444,2250.0,668,272620,0.1,0.11222445438922701,1303.809833708001,True,False
445,650.0,681,273301,0.1,0.1104160856893834,1306.5111058330076,True,False
446,360.0,536,273837,0.1,0.12945781025423933,1308.919030917008,True,False
447,930.0,597,274434,0.1,0.12279744745050901,1311.348819042003,True,False
448,770.0,606,275040,0.1,0.11854894541351027,1313.9787171250064,True,False
449,820.0,604,275644,0.1,0.124425078723703,1316.868424375003,True,False
450,660.0,584,276228,0.1,0.12635927984159287,1319.5601609169971,True,False
451,400.0,384,276612,0.1,0.12928687282449877,1322.212822292,True,False
452,1370.0,969,277581,0.1,0.11564521101295702,1326.373257291998,True,False
453,460.0,492,278073,0.1,0.11150914092919206,1328.7461047920078,True,False
454,380.0,475,278548,0.1,0.12412378866569836,1331.3419532920088,True,False
455,310.0,438,278986,0.1,0.10875121010211083,1333.6664051249973,True,False
456,990.0,908,279894,0.1,0.10983614991152339,1337.6115359579999,True,False
457,820.0,578,280472,0.1,0.13411966632923175,1340.3422579580074,True,False
458,1070.0,727,281199,0.1,0.11234451349804085,1343.1670844170003,True,False
459,480.0,434,281633,0.1,0.1305145940683577,1345.4142934999982,True,False
460,420.0,419,282052,0.1,0.12884702175146057,1347.3254073330027,True,False
461,470.0,422,282474,0.1,0.11688950578016895,1349.416300500001,True,False
462,670.0,566,283040,0.1,0.10775685513680669,1352.1310740420013,True,False
463,440.0,440,283480,0.1,0.1284146968952634,1354.2207720419974,True,False
464,880.0,746,284226,0.1,0.13202092453076314,1357.3888489999954,True,False
465,470.0,497,284723,0.1,0.12224608125735915,1359.6224862499948,True,False
466,760.0,585,285308,0.1,0.1265832659262581,1362.3600165420066,True,False
467,1170.0,575,285883,0.1,0.12722479878970377,1364.9218310419965,True,False
468,1040.0,643,286526,0.1,0.11934483925933423,1367.3568576670077,True,False
469,670.0,616,287142,0.1,0.12594652416595778,1370.0392494170083,True,False
470,470.0,534,287676,0.1,0.12712377316749363,1372.079654208006,True,False
471,1050.0,890,288566,0.1,0.10641941726039927,1376.186752583002,True,False
472,520.0,472,289038,0.1,0.1050978096959702,1377.997477249999,True,False
473,350.0,497,289535,0.1,0.14271373274706065,1380.3991530829953,True,False
474,670.0,558,290093,0.1,0.11025297285190651,1382.9620112919947,True,False
475,530.0,421,290514,0.1,0.13098734705930665,1384.8140343330015,True,False
476,240.0,394,290908,0.1,0.11271594841070849,1388.0387432080024,True,False
477,410.0,366,291274,0.1,0.11695423622994305,1389.8244583330088,True,False
478,600.0,494,291768,0.1,0.11968707290267752,1392.5002673749987,True,False
479,260.0,361,292129,0.1,0.1254736674328645,1394.1913532500039,True,False
480,600.0,509,292638,0.1,0.1311593887462156,1396.396656500001,True,False
481,2040.0,968,293606,0.1,0.12255353053015741,1400.700392208004,True,False
482,520.0,450,294056,0.1,0.12667582452758752,1402.4319770830043,True,False
483,930.0,699,294755,0.1,0.08481679804323392,1405.433235125005,True,False
484,470.0,576,295331,0.1,0.11255147626313071,1407.7349701670028,True,False
485,920.0,1011,296342,0.1,0.12182356372269482,1412.0831961670046,True,False
486,2100.0,793,297135,0.1,0.12218917652287266,1415.5822680419951,True,False
487,820.0,737,297872,0.1,0.14803720789181218,1418.7867142500036,True,False
488,480.0,481,298353,0.1,0.12682162456524868,1421.0611046249978,True,False
489,550.0,485,298838,0.1,0.1283166929771585,1423.0462477920082,True,False
490,1060.0,614,299452,0.1,0.11821850528335803,1425.777781583005,True,False
491,830.0,631,300083,0.1,0.10831364265577809,1428.8260358330008,True,False
492,2130.0,749,300832,0.1,0.150703831288488,1431.7210249579948,True,False
493,600.0,563,301395,0.1,0.14758182954309243,1434.2144812080078,True,False
494,880.0,644,302039,0.1,0.14756437417651927,1436.7021160419972,True,False
495,600.0,549,302588,0.1,0.12202643530200356,1439.0305193329987,True,False
496,510.0,474,303062,0.1,0.13265409056981237,1441.3319615420041,True,False
497,950.0,673,303735,0.1,0.12802469771399738,1444.5212067079992,True,False
498,1280.0,676,304411,0.1,0.10966816789211606,1447.0853127080045,True,False
499,420.0,402,304813,0.1,0.1298913797455849,1448.8230764170003,True,False
500,1130.0,722,305535,0.1,0.13606136708209912,1452.0583982499957,True,False
501,2300.0,620,306155,0.1,0.12692082299580498,1455.623739792005,True,False
502,530.0,465,306620,0.1,0.13998536795823494,1457.654926000003,True,False
503,350.0,415,307035,0.1,0.12169838080056083,1459.5243373749981,True,False
504,920.0,777,307812,0.1,0.11735179067040101,1462.877316500002,True,False
505,1730.0,797,308609,0.1,0.11377161980873376,1466.414654207998,True,False
506,1140.0,955,309564,0.1,0.12221352922024836,1470.3849293749954,True,False
507,900.0,741,310305,0.1,0.1375727081721699,1473.8718566669995,True,False
508,830.0,762,311067,0.1,0.10868694604815621,1477.1276179999986,True,False
509,370.0,349,311416,0.1,0.11515756328166886,1478.6768782919971,True,False
510,670.0,467,311883,0.1,0.1251685922836949,1480.6661054580036,True,False
511,680.0,700,312583,0.1,0.13519778228231838,1483.8215503749961,True,False
512,320.0,434,313017,0.1,0.11736443068046089,1485.577898375006,True,False
513,650.0,481,313498,0.1,0.1295293073169887,1487.407743667005,True,False
514,310.0,382,313880,0.1,0.11096410763760407,1488.9512733330048,True,False
515,600.0,534,314414,0.1,0.12273182516875572,1491.0146644170018,True,False
516,500.0,404,314818,0.1,0.11956974965437214,1492.5998617919977,True,False
517,480.0,479,315297,0.1,0.11338388926039139,1494.8582131669973,True,False
518,590.0,483,315780,0.1,0.13765373545860457,1496.6944860000076,True,False
519,430.0,438,316218,0.1,0.12627421047777757,1498.4857094170002,True,False
520,350.0,384,316602,0.1,0.10656880523310974,1500.0761162499984,True,False
521,720.0,452,317054,0.1,0.1488703956283563,1501.8776934579946,True,False
522,590.0,531,317585,0.1,0.14060585843609238,1504.4958217499952,True,False
523,410.0,392,317977,0.1,0.13011544707174205,1506.1551390420063,True,False
524,620.0,621,318598,0.1,0.11700210698669956,1508.7564439999987,True,False
525,1500.0,846,319444,0.1,0.11591584428723128,1513.0920128750004,True,False
526,330.0,352,319796,0.1,0.1653676222671162,1515.6888668750034,True,False
527,1330.0,892,320688,0.1,0.14733446467116543,1519.4203764580016,True,False
528,720.0,740,321428,0.1,0.13935923144422674,1522.3345228749968,True,False
529,810.0,756,322184,0.1,0.13144035088440414,1525.7889948329976,True,False
530,600.0,504,322688,0.1,0.13617549855853356,1527.7266545419989,True,False
531,550.0,456,323144,0.1,0.13046511618845297,1529.693678208001,True,False
532,1980.0,925,324069,0.1,0.12999341186152133,1533.5889640829992,True,False
533,440.0,443,324512,0.1,0.14695202648169822,1535.5978270420019,True,False
534,1160.0,841,325353,0.1,0.11739905912961279,1539.4358457920025,True,False
535,470.0,452,325805,0.1,0.1422683034685597,1541.155033957999,True,False
536,480.0,431,326236,0.1,0.13468729202739066,1542.7928436250077,True,False
537,1030.0,690,326926,0.1,0.13270892414026136,1545.7911650419992,True,False
538,460.0,419,327345,0.1,0.11242479029155913,1547.6257423329953,True,False
539,360.0,402,327747,0.1,0.12289805622771383,1549.4392742079945,True,False
540,700.0,578,328325,0.1,0.14333512273071142,1551.8206101670075,True,False
541,410.0,389,328714,0.1,0.11998233740630838,1553.5877147080027,True,False
542,430.0,499,329213,0.1,0.14270563070476056,1555.7609970000049,True,False
543,370.0,385,329598,0.1,0.15219767799135298,1557.2782182500086,True,False
544,420.0,395,329993,0.1,0.14843897724693472,1559.0349357079976,True,False
545,570.0,521,330514,0.1,0.18261749601134888,1561.0558333750087,True,False
546,390.0,389,330903,0.1,0.12684005913660698,1562.5960130830063,True,False
547,880.0,553,331456,0.1,0.16559233486973982,1565.1378387919976,True,False
548,460.0,426,331882,0.1,0.14705528318881989,1567.0589743750024,True,False
549,340.0,315,332197,0.1,0.16618784455747543,1568.3861615829956,True,False
550,920.0,648,332845,0.1,0.1533550220300202,1571.2474210829969,True,False
551,770.0,749,333594,0.1,0.144631125989126,1575.470016457999,True,False
552,650.0,638,334232,0.1,0.169002019171603,1577.929010042004,True,False
553,850.0,840,335072,0.1,0.17829269698510566,1581.3357756250043,True,False
554,550.0,566,335638,0.1,0.12926584479550943,1583.6214596250065,True,False
555,340.0,318,335956,0.1,0.1617454445688054,1585.1084760000085,True,False
556,800.0,615,336571,0.1,0.16035842581414708,1588.0261582499952,True,False
557,960.0,714,337285,0.1,0.12044381612505993,1591.401881208003,True,False
558,1050.0,543,337828,0.1,0.12244848172892542,1593.732489832997,True,False
559,570.0,517,338345,0.1,0.15274142759830453,1596.6239504999976,True,False
560,500.0,496,338841,0.1,0.14332904348209982,1598.8873468329984,True,False
561,880.0,596,339437,0.1,0.1397874632587769,1601.4265657500073,True,False
562,1500.0,806,340243,0.1,0.12685864889503118,1605.325133958002,True,False
563,1010.0,579,340822,0.1,0.12945720702409744,1608.0739434169955,True,False
564,880.0,921,341743,0.1,0.14343184329083433,1611.8491323329945,True,False
565,480.0,435,342178,0.1,0.1512109088378215,1616.0871840000036,True,False
566,380.0,422,342600,0.1,0.13819603692248184,1617.903353667003,True,False
567,560.0,484,343084,0.1,0.1431919938984735,1619.713630875005,True,False
568,940.0,735,343819,0.1,0.15138981571736557,1625.157464917007,True,False
569,480.0,458,344277,0.1,0.13292340888925222,1631.2216209580074,True,False
570,640.0,531,344808,0.1,0.13749150220388756,1635.6101468330016,True,False
571,450.0,400,345208,0.1,0.16173191813752055,1638.6780425830075,True,False
572,870.0,832,346040,0.1,0.14754277089825615,1645.32670125,True,False
573,650.0,534,346574,0.1,0.12613006560762124,1649.2757664999954,True,False
574,830.0,636,347210,0.1,0.16327601935972208,1654.1082729170012,True,False
575,1300.0,936,348146,0.1,0.1356147937476635,1661.1667941250053,True,False
576,1820.0,922,349068,0.1,0.13088740103624083,1669.0020520420076,True,False
577,1190.0,596,349664,0.1,0.12461827742873423,1672.0291397499968,True,False
578,450.0,452,350116,0.1,0.13414571684809912,1674.158096625004,True,False
579,490.0,515,350631,0.1,0.12501535833871458,1676.6070843750058,True,False
580,1080.0,920,351551,0.1,0.12941822744905948,1680.9747571670014,True,False
581,490.0,491,352042,0.1,0.1197540988100738,1683.3904276670073,True,False
582,3790.0,811,352853,0.1,0.1504680036103784,1687.2502212499967,True,False
583,1350.0,1031,353884,0.1,0.15104596077847157,1692.174981958,True,False
584,750.0,521,354405,0.1,0.13146982045414357,1694.6976072079997,True,False
585,310.0,314,354719,0.1,0.1464523262798022,1696.398768166997,True,False
586,320.0,348,355067,0.1,0.13925752692438406,1698.034492042003,True,False
587,390.0,451,355518,0.1,0.11756934854408017,1700.3682097919955,True,False
588,430.0,422,355940,0.1,0.1252300572704594,1702.2935506670037,True,False
589,800.0,594,356534,0.1,0.14305636014890027,1705.151456958003,True,False
590,840.0,573,357107,0.1,0.15553857255857306,1707.826615958009,True,False
591,710.0,567,357674,0.1,0.15508475921995624,1710.463305666999,True,False
592,590.0,558,358232,0.1,0.14482504565800938,1712.9537974580016,True,False
593,460.0,487,358719,0.1,0.14801579207366655,1715.3271290830016,True,False
594,500.0,526,359245,0.1,0.15527559797081983,1717.841582042005,True,False
595,1060.0,964,360209,0.1,0.13316968487598838,1722.3830712920026,True,False
596,1100.0,747,360956,0.1,0.14589288683339235,1725.8939681670017,True,False
597,460.0,523,361479,0.1,0.15189818332974728,1728.4935894999944,True,False
598,1560.0,1162,362641,0.1,0.1472408521497987,1733.8189571249968,True,False
599,2590.0,956,363597,0.1,0.1315944138290867,1738.4158840000018,True,False
600,730.0,620,364217,0.1,0.1458158051294665,1741.3859730830009,True,False
601,680.0,619,364836,0.1,0.12736994899328677,1745.766676291998,True,False
602,610.0,501,365337,0.1,0.12370984669029712,1748.143557250005,True,False
603,330.0,357,365694,0.1,0.11705943762084071,1749.9530797500047,True,False
604,730.0,553,366247,0.1,0.11164283240888861,1752.7090914169967,True,False
605,500.0,437,366684,0.1,0.1180278625508601,1754.8655867080088,True,False
606,1010.0,530,367214,0.1,0.12922824154410398,1757.905734,True,False
607,550.0,494,367708,0.1,0.12565007233511535,1760.3850485000003,True,False
608,720.0,654,368362,0.1,0.1343035848434169,1763.4730839580006,True,False
609,690.0,667,369029,0.1,0.12369945891826095,1766.6672643750062,True,False
610,500.0,468,369497,0.1,0.13448644544069582,1768.8143381249974,True,False
611,1220.0,1068,370565,0.1,0.12245309456122502,1773.9113467499992,True,False
612,430.0,432,370997,0.1,0.12025811035117065,1775.7910007500031,True,False
613,390.0,370,371367,0.1,0.09263254934921861,1777.201734208007,True,False
614,770.0,651,372018,0.1,0.14028943686580364,1780.1426114170026,True,False
615,990.0,664,372682,0.1,0.1283433729311429,1782.7576617919985,True,False
616,460.0,432,373114,0.1,0.11413402450098484,1784.4258550420054,True,False
617,500.0,415,373529,0.1,0.12959421497698015,1786.3331184999988,True,False
618,660.0,524,374053,0.1,0.13045522849295885,1788.4718452079978,True,False
619,700.0,563,374616,0.1,0.13356714924229374,1791.042616375009,True,False
620,530.0,487,375103,0.1,0.12017466170975,1793.191434458,True,False
621,620.0,549,375652,0.1,0.15073930204886457,1795.5185022079968,True,False
622,1370.0,959,376611,0.1,0.12442339269374204,1799.4055194999964,True,False
623,440.0,538,377149,0.1,0.13349584248606805,1801.8344154579972,True,False
624,860.0,828,377977,0.1,0.12964039448882647,1805.5693107920088,True,False
625,770.0,565,378542,0.1,0.1104133204418294,1808.1765454580018,True,False
626,510.0,453,378995,0.1,0.16797855933221567,1811.1456331250083,True,False
627,640.0,563,379558,0.1,0.10829339795977089,1813.3601144999993,True,False
628,620.0,472,380030,0.1,0.11425856436145003,1815.5051930000045,True,False
629,740.0,681,380711,0.1,0.1388138514559935,1818.5322739170078,True,False
630,950.0,826,381537,0.1,0.12415327961390145,1822.2391382500064,True,False
631,680.0,616,382153,0.1,0.12332149099123169,1824.9190011669998,True,False
632,430.0,477,382630,0.1,0.11802291870117188,1827.150987000001,True,False
633,800.0,751,383381,0.1,0.12910663845770537,1830.4491021249996,True,False
634,440.0,456,383837,0.1,0.11558915248238727,1832.418487457995,True,False
635,640.0,566,384403,0.1,0.1396808260721518,1835.0680499580048,True,False
636,1320.0,590,384993,0.1,0.1316927896837729,1837.5961170000082,True,False
637,510.0,525,385518,0.1,0.13316862768571797,1840.0696312920045,True,False
638,580.0,506,386024,0.1,0.1313082579317994,1842.154509083004,True,False
639,840.0,767,386791,0.1,0.131075293274294,1845.3960086250008,True,False
640,410.0,386,387177,0.1,0.11038791718556709,1847.1978678330051,True,False
641,680.0,680,387857,0.1,0.11149736549705266,1849.9812860829988,True,False
642,2430.0,899,388756,0.1,0.1339370598230097,1853.8595470830041,True,False
643,680.0,664,389420,0.1,0.12238530452217324,1856.6710749170015,True,False
644,590.0,538,389958,0.1,0.11657807649349544,1859.0284067920002,True,False
645,730.0,773,390731,0.1,0.1398930795625856,1862.7712044579966,True,False
646,400.0,491,391222,0.1,0.14230372425077892,1865.251753250006,True,False
647,560.0,542,391764,0.1,0.12423213259043063,1867.5704288330016,True,False
648,490.0,428,392192,0.1,0.14492401550306339,1869.2397772499971,True,False
649,1000.0,689,392881,0.1,0.13620553764536283,1872.2056045420031,True,False
650,420.0,385,393266,0.1,0.14805020104783276,1873.7165282500064,True,False
651,1280.0,604,393870,0.1,0.11572110326035528,1877.2674787919968,True,False
652,360.0,422,394292,0.1,0.13969444617066742,1879.306435749997,True,False
653,940.0,958,395250,0.1,0.11207110130824305,1883.7365093330009,True,False
654,580.0,566,395816,0.1,0.122977141225317,1886.3313455830066,True,False
655,450.0,446,396262,0.1,0.1383116027457757,1888.1211052080034,True,False
656,410.0,494,396756,0.1,0.11551066702832619,1890.2508275,True,False
657,520.0,435,397191,0.1,0.1541153230462913,1892.0967480420077,True,False
658,600.0,466,397657,0.1,0.144118936589131,1894.2764625830023,True,False
659,2000.0,1159,398816,0.1,0.11917658728258364,1899.1367734170053,True,False
660,920.0,596,399412,0.1,0.10814475314379138,1901.7884774580016,True,False
661,1580.0,981,400393,0.1,0.11514870856641507,1906.6248700830038,True,False
662,540.0,516,400909,0.1,0.0993835371016532,1908.628396458007,True,False
663,680.0,624,401533,0.1,0.10701729045607723,1911.5943455420056,True,False
664,1000.0,731,402264,0.1,0.10315721467788753,1914.818924082996,True,False
665,1280.0,957,403221,0.1,0.12423207140897857,1918.8101542920049,True,False
666,800.0,617,403838,0.1,0.11478525823490186,1921.5681021250057,True,False
667,850.0,570,404408,0.1,0.10038766920097641,1924.1819114999962,True,False
668,800.0,643,405051,0.1,0.10938723246799782,1927.1462433330016,True,False
669,970.0,692,405743,0.1,0.10245947874651823,1929.9978500830039,True,False
670,860.0,630,406373,0.1,0.11776326906784804,1932.8059000420035,True,False
671,1280.0,821,407194,0.1,0.11535682759997322,1936.5599826249963,True,False
672,750.0,540,407734,0.1,0.12145677415861024,1938.863230457995,True,False
673,1370.0,735,408469,0.1,0.11816336337031554,1942.344507582995,True,False
674,470.0,644,409113,0.1,0.1232466713658401,1945.3534462499956,True,False
675,420.0,435,409548,0.1,0.11822428976382138,1947.2724225419952,True,False
676,840.0,808,410356,0.1,0.13001460152318572,1952.2080524580088,True,False
677,460.0,473,410829,0.1,0.126731923986542,1954.402537832997,True,False
678,680.0,564,411393,0.1,0.1053137046727517,1956.9795974580047,True,False
679,1460.0,756,412149,0.1,0.11591805499934014,1960.441968291998,True,False
680,1290.0,939,413088,0.1,0.12905685604411238,1964.3503394169966,True,False
681,1490.0,742,413830,0.1,0.10273315415189073,1967.8052655000065,True,False
682,1080.0,752,414582,0.1,0.12248884151352847,1970.9298830830085,True,False
683,530.0,468,415050,0.1,0.10028917444312674,1972.7501357080037,True,False
684,840.0,572,415622,0.1,0.10920335124474723,1975.2474939999956,True,False
685,500.0,473,416095,0.1,0.11116448657239898,1977.0752462079981,True,False
686,720.0,708,416803,0.1,0.11450342277306957,1980.2104728749982,True,False
687,760.0,622,417425,0.1,0.09357903932388394,1983.3657729170081,True,False
688,1350.0,690,418115,0.1,0.09795286486921616,1986.4908360420086,True,False
689,520.0,505,418620,0.1,0.12449809376473032,1988.4648259999958,True,False
690,490.0,451,419071,0.1,0.14742451550305954,1992.1460963330028,True,False
691,850.0,568,419639,0.1,0.11330628081579024,1994.4104103749996,True,False
692,490.0,416,420055,0.1,0.14114377237498188,1995.9856547920062,True,False
693,1080.0,820,420875,0.1,0.10575342158355364,1999.140056083008,True,False
694,720.0,705,421580,0.1,0.12230055562436244,2001.8517558330059,True,False
695,660.0,543,422123,0.1,0.13700960989075678,2003.906263458004,True,False
696,1430.0,762,422885,0.1,0.1355150847437338,2006.8340377080021,True,False
697,410.0,426,423311,0.1,0.11284754240779944,2008.3798903749994,True,False
698,590.0,488,423799,0.1,0.10314077094624766,2010.132435749998,True,False
699,650.0,481,424280,0.1,0.12189144287104449,2011.8571512920025,True,False
700,440.0,373,424653,0.1,0.157040514993251,2013.234902791999,True,False
701,600.0,506,425159,0.1,0.12343364004932698,2015.9620821249991,True,False
702,920.0,820,425979,0.1,0.13185037819714082,2018.862756542003,True,False
703,300.0,384,426363,0.1,0.12884568981826305,2020.2579668749968,True,False
704,1030.0,598,426961,0.1,0.1288452500104904,2022.4356075420073,True,False
705,700.0,686,427647,0.1,0.13141327110603887,2024.9198807079956,True,False
706,1110.0,766,428413,0.1,0.145571231211458,2027.6383804579964,True,False
707,470.0,454,428867,0.1,0.1293551775799916,2029.2641581250064,True,False
708,440.0,417,429284,0.1,0.12247472641368708,2030.7664481670072,True,False
709,1010.0,777,430061,0.1,0.11878909009326365,2033.526160333,True,False
710,510.0,402,430463,0.1,0.1169646017625928,2035.1215801250073,True,False
711,1150.0,787,431250,0.1,0.10969925429766553,2037.9276918749965,True,False
712,1300.0,739,431989,0.1,0.11802160480135196,2040.5990596670017,True,False
713,1320.0,784,432773,0.1,0.11825892351073575,2043.4084797920077,True,False
714,340.0,338,433111,0.1,0.12495246090527092,2044.6219150420075,True,False
715,560.0,509,433620,0.1,0.13888048540684395,2046.4518995420076,True,False
716,960.0,752,434372,0.1,0.14045932579864848,2049.1229987920087,True,False
717,690.0,536,434908,0.1,0.16219594747995708,2051.093472583001,True,False
718,830.0,622,435530,0.1,0.15130338465734836,2053.336090625002,True,False
719,1630.0,792,436322,0.1,0.12167975362013987,2056.1651857079996,True,False
720,530.0,443,436765,0.1,0.15002538423213335,2057.772289875007,True,False
721,840.0,539,437304,0.1,0.13597191777770165,2059.7240231670003,True,False
722,580.0,446,437750,0.1,0.13879820115461544,2061.328574291998,True,False
723,690.0,441,438191,0.1,0.1252767014740543,2062.915505375,True,False
724,1380.0,891,439082,0.1,0.125706027951008,2066.3122842080047,True,False
725,1500.0,863,439945,0.1,0.12258398820025225,2069.4593912080018,True,False
726,460.0,423,440368,0.1,0.13657000815530992,2072.0878152079968,True,False
727,540.0,435,440803,0.1,0.1170294385023967,2073.8455056670064,True,False
728,380.0,402,441205,0.1,0.10698074869590231,2075.300460957995,True,False
729,380.0,340,441545,0.1,0.125579727002803,2076.5350357080024,True,False
730,750.0,606,442151,0.1,0.12821990799232824,2078.6814576670004,True,False
731,550.0,492,442643,0.1,0.13384906552368547,2080.431994792001,True,False
732,960.0,634,443277,0.1,0.14703668413812634,2082.707243625002,True,False
733,270.0,323,443600,0.1,0.1524585137879591,2083.8961114580015,True,False
734,690.0,492,444092,0.1,0.14531363248522203,2085.7184304580005,True,False
735,1070.0,677,444769,0.1,0.1532587179991268,2088.1354658329947,True,False
736,1050.0,759,445528,0.1,0.1509213407670981,2090.8608490000042,True,False
737,550.0,510,446038,0.1,0.09511807200858208,2092.7298500830075,True,False
738,920.0,578,446616,0.1,0.14136320000578617,2094.950992667,True,False
739,540.0,456,447072,0.1,0.14349667924015144,2096.7371459580027,True,False
740,430.0,439,447511,0.1,0.12967020343271418,2098.3000822080066,True,False
741,670.0,649,448160,0.1,0.12533628132674227,2100.6184889580036,True,False
742,1170.0,657,448817,0.1,0.16570363599216428,2102.9992398750037,True,False
743,280.0,325,449142,0.1,0.15964422269183912,2104.3965287080064,True,False
744,530.0,495,449637,0.1,0.13684068106475375,2106.1823472499964,True,False
745,1200.0,989,450626,0.1,0.13541693623867715,2109.7076963330037,True,False
746,880.0,587,451213,0.1,0.1302275063508019,2112.0447116249998,True,False
747,1160.0,1185,452398,0.1,0.14058507868164294,2116.2664818750054,True,False
748,470.0,489,452887,0.1,0.15189007284944175,2118.0296862499963,True,False
749,360.0,348,453235,0.1,0.12324343842250862,2119.317346541997,True,False
750,410.0,408,453643,0.1,0.1297170534437778,2120.783098832995,True,False
751,940.0,627,454270,0.1,0.15628707933293026,2124.406103166999,True,False
752,1100.0,742,455012,0.1,0.14056424183710928,2127.310872125003,True,False
753,930.0,620,455632,0.1,0.15079305568529713,2129.5877693329967,True,False
754,1510.0,896,456528,0.1,0.149763758527115,2132.786348833004,True,False
755,890.0,577,457105,0.1,0.1227487670387038,2134.8841780420044,True,False
756,920.0,619,457724,0.1,0.1361844200280405,2137.103444624998,True,False
757,1000.0,694,458418,0.1,0.13756100775275618,2139.566491125006,True,False
758,1450.0,721,459139,0.1,0.12419596262690094,2142.2362399580015,True,False
759,1150.0,1056,460195,0.1,0.13985209263663625,2146.000973999995,True,False
760,880.0,669,460864,0.1,0.14343241587769062,2148.438591541999,True,False
