episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
152,940.0,1175,96071,0.1,0.004825449010489172,471.9584261670243,True,False
153,800.0,671,96742,0.1,0.004050128840303625,474.98912029201165,True,False
154,420.0,590,97332,0.1,0.005164788520109928,477.61456408401136,True,False
155,660.0,640,97972,0.1,0.003176288846771058,480.4925872500171,True,False
156,560.0,596,98568,0.1,0.0028111388338042187,483.0933775420126,True,False
157,1130.0,711,99279,0.1,0.006778594122220904,486.3134557919984,True,False
158,590.0,630,99909,0.1,0.0025487829698249698,489.5306308340223,True,False
159,220.0,345,100254,0.1,0.005404654613812454,491.1298982090084,True,False
160,420.0,523,100777,0.1,0.002957250970461982,493.44026729199686,True,False
161,2240.0,759,101536,0.1,0.002711455276278828,496.87580758400145,True,False
162,640.0,657,102193,0.1,0.004396568772613026,499.7042848340061,True,False
163,420.0,375,102568,0.1,0.006382996759171836,501.4159829170094,True,False
164,560.0,485,103053,0.1,0.005607816264416237,504.0756741670193,True,False
165,970.0,618,103671,0.1,0.005103457623649715,506.94165279201115,True,False
166,430.0,456,104127,0.1,0.01038355079455007,509.02273387499736,True,False
167,370.0,464,104591,0.1,0.004573362531212704,511.10705250001047,True,False
168,720.0,665,105256,0.1,0.0033270039075977186,514.100993125001,True,False
169,630.0,503,105759,0.1,0.005787299465155229,516.331364667014,True,False
170,1230.0,707,106466,0.1,0.003919727194463666,519.7556579590018,True,False
171,230.0,373,106839,0.1,0.002970151166977381,521.4557275420229,True,False
172,480.0,637,107476,0.1,0.0030935176713683178,524.233221500006,True,False
173,1060.0,777,108253,0.1,0.0039410150101943636,527.6785470000177,True,False
174,720.0,569,108822,0.1,0.005059183531352253,530.1836428750248,True,False
175,410.0,389,109211,0.1,0.006987776922016433,531.9289616250026,True,False
176,650.0,642,109853,0.1,0.00448262416331028,536.2526653750101,True,False
177,690.0,773,110626,0.1,0.003210251623254337,539.8440317090135,True,False
178,650.0,440,111066,0.1,0.004315386586610905,541.8327648749982,True,False
179,390.0,365,111431,0.1,0.0038143470582736472,543.487864292023,True,False
180,1070.0,824,112255,0.1,0.002903195527677189,547.3108263750037,True,False
181,930.0,698,112953,0.1,0.0050189732277898915,550.7139733750082,True,False
182,510.0,524,113477,0.1,0.005638807895371178,553.0016099589993,True,False
183,780.0,613,114090,0.1,0.0054851343145356606,555.8674607500143,True,False
184,1180.0,1172,115262,0.1,0.00251973330030542,561.0281708340044,True,False
185,390.0,386,115648,0.1,0.0030163832893355066,562.7783861670177,True,False
186,700.0,744,116392,0.1,0.002462817718536513,566.0535132500227,True,False
187,330.0,377,116769,0.1,0.00676255942473406,567.7167802500189,True,False
188,1360.0,748,117517,0.1,0.0033035857587701634,572.1729662090074,True,False
189,790.0,863,118380,0.1,0.002702525822247413,576.1535876250127,True,False
190,260.0,393,118773,0.1,0.006173116130022598,577.8045748340082,True,False
191,1140.0,644,119417,0.1,0.003566295277834899,580.7362173340225,True,False
192,250.0,375,119792,0.1,0.003090151703601921,582.3730675840052,True,False
193,480.0,560,120352,0.1,0.004338975386885328,584.7816916250158,True,False
194,490.0,490,120842,0.1,0.00517193129196473,586.9280608750123,True,False
195,390.0,505,121347,0.1,0.003577459325444781,589.08627608401,True,False
196,720.0,757,122104,0.1,0.0026643840948389354,592.3425971250108,True,False
197,760.0,630,122734,0.1,0.003229281436844735,595.097745667008,True,False
198,430.0,486,123220,0.1,0.0027479608889123363,597.1212912500196,True,False
199,360.0,449,123669,0.1,0.002197069267172732,599.009409292019,True,False
200,350.0,418,124087,0.1,0.0026123958540175897,600.8215710420045,True,False
201,1510.0,711,124798,0.1,0.003921422363112398,605.3898219170223,True,False
202,990.0,674,125472,0.1,0.004967560082709847,608.5026111670013,True,False
203,1080.0,784,126256,0.1,0.004462417736082285,612.0546155000047,True,False
204,590.0,645,126901,0.1,0.0043925676340821505,614.8208175839973,True,False
205,490.0,438,127339,0.1,0.0034704239111940523,616.6905530840158,True,False
206,1070.0,910,128249,0.1,0.004150447373129346,620.2551257090236,True,False
207,300.0,410,128659,0.1,0.0041158738016497855,621.7890980420052,True,False
208,460.0,537,129196,0.1,0.003214912260537622,623.8307041250227,True,False
209,460.0,501,129697,0.1,0.004487921090330928,625.7516315000248,True,False
210,820.0,615,130312,0.1,0.003873326266471708,628.0835683750047,True,False
211,320.0,396,130708,0.1,0.003239619242841133,629.5968391250062,True,False
212,700.0,567,131275,0.1,0.0033216769047451356,631.670803792018,True,False
213,700.0,664,131939,0.1,0.004636913531316803,634.4728830000095,True,False
214,1550.0,806,132745,0.1,0.0025200905397333813,637.8918563750049,True,False
215,1010.0,495,133240,0.1,0.0021654210415304517,640.5042772919987,True,False
216,330.0,426,133666,0.1,0.0041024317302662035,642.4738188750052,True,False
217,580.0,581,134247,0.1,0.002624646976493813,644.7640115420218,True,False
218,220.0,344,134591,0.1,0.006151034851385237,646.1226983750239,True,False
219,1070.0,812,135403,0.1,0.004275458458991115,650.7093211669999,True,False
220,720.0,643,136046,0.1,0.003677177454615359,653.4458201250236,True,False
221,900.0,820,136866,0.1,0.00342298687730984,656.7181863750156,True,False
222,1110.0,795,137661,0.1,0.0034571342708732485,660.012495834002,True,False
223,480.0,418,138079,0.1,0.002896222346372759,661.629967875022,True,False
224,860.0,736,138815,0.1,0.005042032166112103,664.423144875007,True,False
225,520.0,616,139431,0.1,0.003942588525642822,666.8269907920039,True,False
226,520.0,585,140016,0.1,0.005151475563512317,670.5242212500016,True,False
227,500.0,674,140690,0.1,0.004326638977848536,673.36171770902,True,False
228,530.0,567,141257,0.1,0.0035080060536619015,675.6309571670135,True,False
229,390.0,382,141639,0.1,0.004100142593654853,677.1811643340043,True,False
230,540.0,834,142473,0.1,0.0036882979279544434,680.6231531250232,True,False
231,900.0,791,143264,0.1,0.0031233720325293357,683.8132656670059,True,False
232,1140.0,657,143921,0.1,0.0023677908026090845,687.1285202090221,True,False
233,1050.0,1047,144968,0.1,0.004391244365918123,691.1012051670114,True,False
234,1140.0,608,145576,0.1,0.0025547094046487473,694.1163518750109,True,False
235,630.0,747,146323,0.1,0.004295649252780613,697.0510789170221,True,False
236,2290.0,863,147186,0.1,0.004308937773236755,700.4886349590088,True,False
237,760.0,753,147939,0.1,0.004232010290774695,703.8982850419998,True,False
238,1580.0,1011,148950,0.1,0.006052763122497421,707.8121611670067,True,False
239,1170.0,865,149815,0.1,0.006146063046024345,710.9986352499982,True,False
240,730.0,715,150530,0.1,0.003305327287399049,713.6588397500163,True,False
241,350.0,616,151146,0.1,0.004251059431237979,715.92861141701,True,False
242,320.0,426,151572,0.1,0.003907239185341538,717.5164516670047,True,False
243,690.0,780,152352,0.1,0.002568352238710922,720.4191937920114,True,False
244,980.0,724,153076,0.1,0.006468274598768835,723.0942093750054,True,False
245,470.0,587,153663,0.1,0.004486732727095281,725.3124170420051,True,False
246,770.0,653,154316,0.1,0.0037204848565856883,727.8310457920015,True,False
247,1050.0,779,155095,0.1,0.003931887353021537,730.7134026670246,True,False
248,860.0,680,155775,0.1,0.003569151399663978,734.794948417024,True,False
249,1100.0,546,156321,0.1,0.0036946236273617122,737.1127879170235,True,False
250,2490.0,771,157092,0.1,0.0029811292200305844,740.166853333998,True,False
251,790.0,608,157700,0.1,0.0053332220339047795,745.763157459005,True,False
252,760.0,682,158382,0.1,0.003897127560134429,748.5704322500096,True,False
253,980.0,849,159231,0.1,0.003342743371316794,751.7490484169975,True,False
254,330.0,380,159611,0.1,0.005026648525075105,753.1756683340063,True,False
255,1260.0,776,160387,0.1,0.003659702390558374,756.0702783340239,True,False
256,410.0,451,160838,0.1,0.006651839716833876,757.8207839170063,True,False
257,540.0,543,161381,0.1,0.00771181438176427,760.0078157500247,True,False
258,710.0,621,162002,0.1,0.002798595536695493,762.3668951250147,True,False
259,700.0,554,162556,0.1,0.006840696553331163,764.9000271670229,True,False
260,1910.0,693,163249,0.1,0.0034886470200450864,767.8941946670238,True,False
261,2460.0,922,164171,0.1,0.004211170890409013,771.3417647500173,True,False
262,1550.0,1023,165194,0.1,0.004345269582699984,775.1980007500097,True,False
263,460.0,522,165716,0.1,0.0045269873412681445,777.2664240000013,True,False
264,550.0,514,166230,0.1,0.0036150331038697914,779.7306982919981,True,False
265,1160.0,843,167073,0.1,0.0040148649476711325,783.6195462920005,True,False
266,360.0,388,167461,0.1,0.004704243252677939,785.1074833340244,True,False
267,890.0,636,168097,0.1,0.0032878998971219123,788.566689209023,True,False
268,1010.0,1142,169239,0.1,0.008356609959216593,793.2103508750151,True,False
269,1130.0,1089,170328,0.1,0.005287314760677803,797.7355087500182,True,False
270,730.0,540,170868,0.1,0.003412448541968371,799.8009525840171,True,False
271,950.0,915,171783,0.1,0.005078258807898557,803.2552609590057,True,False
272,1080.0,614,172397,0.1,0.005704710233764566,805.520939250011,True,False
273,790.0,795,173192,0.1,0.004495485555749134,808.4431555840129,True,False
274,1210.0,850,174042,0.1,0.005371643976722448,811.5505279170175,True,False
275,1370.0,673,174715,0.1,0.002922886387144293,814.0269297500199,True,False
276,810.0,680,175395,0.1,0.005687401558594395,817.8841873750207,True,False
277,1420.0,1072,176467,0.1,0.0036280143217821328,822.0476148750167,True,False
278,1420.0,1006,177473,0.1,0.004736539266429775,827.2841241670249,True,False
279,380.0,387,177860,0.1,0.00398630779068533,828.9642251250043,True,False
280,1310.0,895,178755,0.1,0.005477647994532179,832.3719787920127,True,False
281,1400.0,746,179501,0.1,0.004586580149358746,836.5558218340157,True,False
282,870.0,601,180102,0.1,0.0037214199535083024,839.133516959002,True,False
283,1570.0,766,180868,0.1,0.009406473143826588,842.188158334,True,False
284,1540.0,905,181773,0.1,0.004011301328021151,845.6405686250073,True,False
285,780.0,603,182376,0.1,0.004670372250141415,848.0885297920031,True,False
286,1470.0,890,183266,0.1,0.005868735550409854,853.2879329590069,True,False
287,1070.0,866,184132,0.1,0.004563027973397322,859.8388533340185,True,False
288,1060.0,820,184952,0.1,0.004138963582085036,863.4098024590057,True,False
289,1070.0,820,185772,0.1,0.0036779751755558407,866.7633808340179,True,False
290,870.0,773,186545,0.1,0.003353803704638719,870.0932370840164,True,False
291,1550.0,1139,187684,0.1,0.0033760496247723175,874.8270288339991,True,False
292,1130.0,817,188501,0.1,0.004905801698138627,878.0173773750139,True,False
293,2570.0,917,189418,0.1,0.004632108747973371,881.6801502919989,True,False
294,720.0,585,190003,0.1,0.004929944094229005,883.9238222500135,True,False
295,960.0,758,190761,0.1,0.0045380498821798124,886.9409782919975,True,False
296,340.0,460,191221,0.1,0.004231749138410163,889.0622873340035,True,False
297,2390.0,1089,192310,0.1,0.004075196222402155,893.5658213749994,True,False
298,740.0,810,193120,0.1,0.007267453948900636,896.8895012499997,True,False
299,310.0,407,193527,0.1,0.007290832410188447,898.4730558340088,True,False
300,1210.0,657,194184,0.1,0.005375835094883135,901.8762827920145,True,False
301,650.0,585,194769,0.1,0.007157556511890717,906.2283078750188,True,False
302,1160.0,718,195487,0.1,0.006619397137189211,910.0270976670145,True,False
303,1290.0,800,196287,0.1,0.00560215898003662,913.8843113750045,True,False
304,1130.0,796,197083,0.1,0.004675711602517801,918.8689948340179,True,False
305,820.0,646,197729,0.1,0.006595586389188229,921.8828460420191,True,False
306,450.0,443,198172,0.1,0.006621929734047536,924.1662843340018,True,False
307,1250.0,910,199082,0.1,0.004652626927591253,928.7455845420191,True,False
308,490.0,586,199668,0.1,0.005558280310107294,931.7170422920026,True,False
309,780.0,599,200267,0.1,0.0035964544681244648,935.2247430420248,True,False
310,1450.0,676,200943,0.1,0.00500267692090745,938.721859000012,True,False
311,840.0,679,201622,0.1,0.006574617673964787,942.258091042022,True,False
312,870.0,513,202135,0.1,0.0034205164272407274,944.7102989170235,True,False
313,1250.0,869,203004,0.1,0.004994534704740236,948.478442917025,True,False
314,280.0,372,203376,0.1,0.007377937106260409,950.0885603339993,True,False
315,340.0,490,203866,0.1,0.006166228460583103,952.3129276249965,True,False
316,1060.0,812,204678,0.1,0.00408935684824289,955.8177127920208,True,False
317,470.0,578,205256,0.1,0.00567034653404021,958.2383897920081,True,False
318,1260.0,636,205892,0.1,0.005934874260645805,960.803124625003,True,False
319,1200.0,869,206761,0.1,0.004073964478957685,964.600551792013,True,False
320,1100.0,1072,207833,0.1,0.005059362241021816,969.6471091670101,True,False
321,610.0,499,208332,0.1,0.006333185983356088,972.2202600419987,True,False
322,980.0,983,209315,0.1,0.004154046738463245,976.8289283750055,True,False
323,750.0,609,209924,0.1,0.0038840812946718452,979.8661220000067,True,False
324,710.0,599,210523,0.1,0.00459101012593054,982.8024475420243,True,False
325,550.0,504,211027,0.1,0.005506859245961384,985.1739656249993,True,False
326,1230.0,965,211992,0.1,0.005513655745293483,990.8440637919994,True,False
327,1130.0,925,212917,0.1,0.005623573309578631,995.0728204589977,True,False
328,1140.0,549,213466,0.1,0.003972865599054625,998.0980226670217,True,False
329,890.0,833,214299,0.1,0.0035972433484298214,1002.1907195840031,True,False
330,1280.0,588,214887,0.1,0.0036382226472986595,1005.1271365420253,True,False
331,1070.0,662,215549,0.1,0.005021432639767292,1007.9040187089995,True,False
332,750.0,813,216362,0.1,0.003624815553750182,1011.5272095420223,True,False
333,500.0,690,217052,0.1,0.0036081035323360278,1016.0262739590253,True,False
334,710.0,474,217526,0.1,0.003368003048092498,1018.5324271670252,True,False
335,530.0,549,218075,0.1,0.004341181272464077,1020.9445732090098,True,False
336,1010.0,736,218811,0.1,0.002724951262042969,1024.0624776250042,True,False
337,630.0,592,219403,0.1,0.005197548776286075,1026.8738287500164,True,False
338,1000.0,629,220032,0.1,0.005064895413955968,1029.7355110839999,True,False
339,1070.0,682,220714,0.1,0.004500146925805465,1032.9684474170208,True,False
340,540.0,587,221301,0.1,0.003571724595753856,1036.0068085000094,True,False
341,1240.0,817,222118,0.1,0.003252637065266825,1039.466455250018,True,False
342,1090.0,850,222968,0.1,0.004138020534170004,1043.101023959025,True,False
343,810.0,659,223627,0.1,0.002946746831783945,1046.0028525840025,True,False
344,1380.0,719,224346,0.1,0.0037750250501428833,1049.463311833999,True,False
345,610.0,592,224938,0.1,0.002400025955638911,1052.0964722920035,True,False
346,400.0,552,225490,0.1,0.0033945730915613662,1054.6200425420247,True,False
347,1200.0,690,226180,0.1,0.003824859420833517,1057.7204985000135,True,False
348,620.0,650,226830,0.1,0.004829979121338657,1060.59635466701,True,False
349,870.0,605,227435,0.1,0.005185008047854787,1063.237139542005,True,False
350,1100.0,737,228172,0.1,0.0037219605990685524,1066.5449932090123,True,False
351,650.0,597,228769,0.1,0.0042778602998544335,1070.8322771670064,True,False
352,450.0,417,229186,0.1,0.0031693621338210786,1072.5398220840143,True,False
353,2030.0,1147,230333,0.1,0.003893518597816477,1077.4381523340126,True,False
354,270.0,404,230737,0.1,0.002989972172198946,1079.2053012920078,True,False
355,1520.0,1238,231975,0.1,0.002995272471534064,1084.7716030840238,True,False
356,1080.0,946,232921,0.1,0.0037362727542645554,1089.4414552090166,True,False
357,1320.0,723,233644,0.1,0.003507968793894571,1092.3122090840188,True,False
358,1140.0,720,234364,0.1,0.0034427027882581265,1095.1000725839986,True,False
359,1760.0,829,235193,0.1,0.004238864513797964,1098.5118204590108,True,False
360,1580.0,760,235953,0.1,0.004391091735727203,1101.813934417005,True,False
361,690.0,600,236553,0.1,0.004494964545204615,1104.1895525,True,False
362,600.0,430,236983,0.1,0.004044682042081362,1106.1126121249981,True,False
363,1030.0,764,237747,0.1,0.0038534909290510243,1109.3122457920108,True,False
364,280.0,397,238144,0.1,0.0033322305549518204,1111.1916233750235,True,False
365,840.0,719,238863,0.1,0.005264502992936769,1114.464927959023,True,False
366,1030.0,528,239391,0.1,0.0037459257611331077,1116.648524292017,True,False
367,760.0,681,240072,0.1,0.0037149439480057673,1119.579247125017,True,False
368,1360.0,849,240921,0.1,0.003523158418829553,1122.8659896670142,True,False
369,2290.0,1054,241975,0.1,0.0031855095288771144,1126.8823995420244,True,False
370,700.0,672,242647,0.1,0.004083990621265478,1129.4586277500202,True,False
371,630.0,662,243309,0.1,0.004599216138854264,1132.0302864170226,True,False
372,720.0,688,243997,0.1,0.004156476971666264,1134.9102665420214,True,False
373,900.0,756,244753,0.1,0.004235660823748235,1138.6931036250025,True,False
374,2340.0,721,245474,0.1,0.004523778546071198,1141.5319471250114,True,False
375,410.0,452,245926,0.1,0.008828752180942607,1143.701074209006,True,False
376,620.0,507,246433,0.1,0.003444600361995179,1148.290758667019,True,False
377,550.0,507,246940,0.1,0.0044838642297261285,1150.5277754999988,True,False
378,1260.0,1116,248056,0.1,0.006677686772246655,1155.5720353340148,True,False
379,1260.0,676,248732,0.1,0.0037685785161540707,1158.7730700000247,True,False
