episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
71,360.0,439,43579,0.2,0.07736908864024855,215.05770699999994,True,False
72,190.0,325,43904,0.2,0.09340666775114653,216.5592283750011,True,False
73,1170.0,1082,44986,0.2,0.08231630852721908,221.4914133750135,True,False
74,300.0,383,45369,0.2,0.0735016108083073,223.26925604201097,True,False
75,400.0,398,45767,0.2,0.08879308688520181,225.03962616701028,True,False
76,980.0,801,46568,0.2,0.08252704306853129,230.10213279200252,True,False
77,370.0,413,46981,0.2,0.07453716051701492,231.85078362500644,True,False
78,900.0,695,47676,0.2,0.08393106198516385,234.86527083300462,True,False
79,940.0,903,48579,0.2,0.0897409482796987,238.75231133300986,True,False
80,510.0,558,49137,0.2,0.075764224744801,241.30992716700712,True,False
81,1620.0,952,50089,0.2,0.08529280565146889,245.53360454201174,True,False
82,370.0,397,50486,0.2,0.0813910255509645,247.41501795800286,True,False
83,1160.0,670,51156,0.2,0.07785262978480507,250.51099604200863,True,False
84,700.0,593,51749,0.2,0.08776284297424797,253.13720262500283,True,False
85,320.0,398,52147,0.2,0.08228859241412144,254.88275220801006,True,False
86,1190.0,755,52902,0.2,0.08621972696313625,258.3481084170053,True,False
87,350.0,388,53290,0.2,0.10148386150291286,260.144902458007,True,False
